1,Camry,1
2,Civic,3
3,Accord,3
4,Corolla,1
5,RAV4,1
6,Focus,2
7,Mustang,2
8,Explorer,2
9,X5,4
10,Series 3,4
11,A4,5
12,A6,5
13,C-Class,6
14,E-Class,6
15,Impala,7
16,Cruze,7
17,Sentra,8
18,Altima,8
19,Passat,9
20,Golf,9
21,Elantra,10
22,Sonata,10
23,Soul,11
24,Forester,12
25,Outback,12
26,208,13
27,308,13
28,Clio,14
29,Scenic,14
30,Model S,15
31,Model 3,15
32,Model X,15
